Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
Aaron Judge,NYY,158,704,58,122,144,10,0.188920454,0.242897727,0.379248659,0.367469879,0.322003577,0.458036984,0.701252236,0.4757340011100992,0.479,218.4253797567829,-0.437979139387607,94.95645859745338,-9.87629413604736,11.210629612100638,Aaron Judge,15640,592450
Bobby Witt Jr.,KCR,161,709,32,125,109,31,0.080394922,0.149506346,0.256289308,0.35375494,0.331761006,0.389280677,0.588050314,0.4097383537462779,0.407,167.5403466440698,4.527373559772968,59.31911803378616,17.52898120880127,10.377654693089845,Bobby Witt Jr.,25764,677951
Shohei Ohtani,LAD,159,731,54,134,130,59,0.110807113,0.221614227,0.336477988,0.336470588,0.309748427,0.39010989,0.646226415,0.4305492917641291,0.442,181.1541443950144,9.750306464731691,80.69000926878677,-17.1759243011474,9.073683448972323,Shohei Ohtani,19755,660271
Juan Soto,NYY,157,713,41,128,109,7,0.180925666,0.16690042,0.28125,0.297619047,0.288194444,0.419354838,0.569444444,0.4205848819428188,0.462,179.6323630976572,-3.82476154714822,61.14103098514664,-6.0891820192337,8.140358720282777,Juan Soto,20123,665742
Gunnar Henderson,BAL,159,719,37,118,92,21,0.108484005,0.221140472,0.247619048,0.319634703,0.28095238,0.364394993,0.528571428,0.3814647619438702,0.374,154.74504761804943,3.965942233800888,49.00396702307027,4.714044570922852,8.023259928795275,Gunnar Henderson,26289,683002
Francisco Lindor,NYM,152,689,33,107,91,29,0.081277213,0.184325108,0.226537217,0.295010845,0.273462783,0.343976777,0.5,0.3628858149657228,0.379,137.42724248761272,3.997490450739861,34.83422180214676,17.421959400177002,7.766544138847506,Francisco Lindor,12916,596019
Jarren Duran,BOS,160,735,21,111,75,34,0.073469387,0.217687074,0.207153502,0.344827586,0.284649776,0.341961852,0.491803278,0.3568673902286514,0.342,129.02292667113866,8.364949248731136,32.7730592004383,7.921176195144653,6.7332789694996205,Jarren Duran,24617,680776
José Ramírez,CLE,158,682,39,114,118,41,0.079178885,0.120234604,0.258064516,0.265346534,0.279032258,0.334801762,0.537096774,0.3642762730118049,0.329,141.27336308298348,6.306069985032082,38.5137794567506,1.3195178508758545,6.461893920474574,Jose Ramirez,13510,608070
Elly De La Cruz,CIN,160,696,25,105,76,67,0.099137931,0.31321839,0.21197411,0.359042553,0.258899676,0.338616714,0.470873786,0.3486482402837345,0.328,117.85621503824532,7.479994058609009,22.341401171375864,16.737037181854248,6.429651537864672,Elly De La Cruz,26668,682829
Ketel Marte,ARI,136,583,36,93,95,7,0.111492281,0.181818181,0.267857143,0.299191374,0.291666666,0.372212692,0.559523809,0.3909995480337077,0.392,151.20131715041614,0.9218361601233482,36.61713091071001,4.777853846549988,6.280263754420148,Ketel Marte,13613,606466
Vladimir Guerrero Jr.,TOR,159,697,30,98,103,2,0.103299856,0.137733142,0.22077922,0.342105263,0.323051948,0.395982783,0.543831168,0.3978902227687139,0.408,165.02279452706466,-5.55921953171491,46.29737776113322,-16.6791334152221,5.458548702783041,Vladimir Guerrero Jr.,19611,665489
Matt Chapman,SFG,154,647,27,98,78,15,0.098918083,0.244204018,0.215652174,0.293367346,0.246956521,0.327666151,0.462608695,0.3401357669452702,0.341,120.56826390869956,3.7187548503279686,19.632162975069804,11.609312772750854,5.451744502230975,Matt Chapman,16505,656305
William Contreras,MIL,155,679,23,99,92,9,0.114874815,0.204712812,0.18487395,0.330275229,0.280672268,0.365243004,0.465546218,0.3587271837346278,0.358,130.742438133437,-2.60093242675066,22.360492092205163,7.644051611423492,5.434053021877569,William Contreras,20503,661388
Cal Raleigh,SEA,153,628,34,73,100,6,0.111464968,0.280254777,0.216117216,0.251461988,0.219780219,0.31210191,0.435897435,0.3225664181204942,0.346,117.06993573317554,-2.57280234992504,9.693033183535404,21.839559078216556,5.418703814057507,Cal Raleigh,21534,663728
Jackson Merrill,SDP,156,593,24,77,90,16,0.048903878,0.170320404,0.207581228,0.31797235,0.292418772,0.32597623,0.5,0.351507786788097,0.372,129.9322099362613,3.729309692978859,24.95465480375193,6.497332572937012,5.287766076171051,Jackson Merrill,29490,701538
Yordan Alvarez,HOU,147,635,35,88,86,6,0.108661417,0.149606299,0.259057971,0.316901408,0.307971014,0.392125984,0.567028985,0.4015873697539716,0.411,167.82060649985647,-2.88181222975254,46.39481809593951,-16.6375188827514,5.259455299893315,Yordan Alvarez,19556,670541
Bryce Harper,PHI,145,631,30,85,87,7,0.12044374,0.218700475,0.24,0.330729166,0.285454545,0.373015873,0.525454545,0.380217063407713,0.357,144.98917770401317,-0.457481160759925,33.489307682797815,-4.28172159194946,5.186660969815826,Bryce Harper,11579,547180
Brent Rooker,OAK,145,614,39,82,112,11,0.096091205,0.288273615,0.269230769,0.362275449,0.293040293,0.364820846,0.562271062,0.3921844166810395,0.38,163.63141597278016,0.8240863010287285,45.52800206599355,-16.5878188610076,5.102766250026639,Brent Rooker,19627,667670
Willy Adames,MIL,161,688,32,93,112,21,0.107558139,0.251453488,0.211475409,0.296568627,0.250819672,0.331395348,0.462295081,0.3419318153910393,0.339,119.43800398037838,1.234154373407364,17.22610312434632,5.927154064178467,4.757420970703194,Willy Adames,15986,642715
Marcell Ozuna,ATL,162,688,39,96,104,1,0.107558139,0.247093023,0.244224422,0.359102244,0.301980198,0.378457059,0.54620462,0.3945021333485624,0.402,154.00063286835456,-4.58506329357624,39.842098786477294,-17.5,4.67364637260416,Marcell Ozuna,10324,542303
Corey Seager,TEX,123,533,30,68,74,1,0.099437148,0.18011257,0.233684211,0.29059829,0.277894736,0.35272045,0.511578947,0.364663478286787,0.39,140.31980780690262,-5.20526808500289,19.38432090676027,6.842841863632202,4.543703456258817,Corey Seager,13624,608369
Mookie Betts,LAD,116,516,19,75,75,16,0.118217054,0.110465116,0.202222223,0.293650793,0.288888888,0.372093023,0.491111111,0.3709689515573969,0.356,141.05249143299704,0.5919302552938461,25.922823531073124,-0.648451328277587,4.384933629639328,Mookie Betts,13611,605141
Dansby Swanson,CHC,149,593,16,82,66,19,0.091062394,0.242833052,0.147940075,0.299734748,0.241573033,0.311973018,0.389513108,0.3065694088459821,0.321,98.5543450434368,4.442499935626984,3.417365960237471,18.936960697174072,4.348180332529557,Dansby Swanson,18314,621020
Patrick Bailey,SFG,121,448,8,46,46,4,0.087053571,0.223214285,0.104738154,0.286666666,0.234413965,0.297539149,0.339152119,0.2813692890290979,0.319,81.01439605535498,0.5004628002643585,-9.6705386273447,36.69498443603516,4.331808146014808,Patrick Bailey,27478,672275
Jurickson Profar,SDP,158,668,24,94,85,10,0.113772455,0.151197604,0.179078015,0.301801801,0.280141843,0.380090497,0.459219858,0.365296050431334,0.364,139.21265650053607,-0.77036490291357,30.55268279873192,-11.1204884052276,4.304333020566888,Jurickson Profar,10815,595777
Carlos Correa,MIN,86,367,14,55,54,0,0.108991825,0.166212534,0.206896552,0.342741935,0.310344827,0.387978142,0.517241379,0.3853048369370771,0.358,155.4979003072439,-0.57704372704029,22.727908879563447,6.440043926239014,4.275913899107881,Carlos Correa,14162,621043
Kyle Tucker,HOU,78,339,23,56,49,11,0.16519174,0.159292035,0.296028881,0.282178217,0.288808664,0.407738095,0.584837545,0.4188836233035938,0.4,179.98714446496393,-0.326757431030273,30.69922186625305,-1.45318841934204,4.1875790054726725,Kyle Tucker,18345,663656
Marcus Semien,TEX,159,718,23,101,74,8,0.08913649,0.146239554,0.153846154,0.250478011,0.236923076,0.307799442,0.39076923,0.3058828076337302,0.313,98.97228367035244,1.5312549993395803,0.6869423247782875,15.701434135437012,4.164497148540168,Marcus Semien,12533,543760
Steven Kwan,CLE,122,540,14,83,44,12,0.098148148,0.094444444,0.133333334,0.303614457,0.291666666,0.368029739,0.425,0.3494486094185854,0.333,130.84328170592786,0.1857345476746559,19.24297210537697,2.8382530212402344,4.139620150643063,Steven Kwan,24610,680757
Rafael Devers,BOS,138,601,28,87,83,3,0.111480865,0.244592346,0.243809524,0.323033707,0.272380952,0.354409317,0.516190476,0.3640278328013379,0.364,134.05972820492894,-0.889101788401603,22.53275155861834,-2.59413433074951,4.128348328014414,Rafael Devers,17350,646240
Alex Bregman,HOU,145,634,26,79,75,3,0.06940063,0.135646687,0.192771085,0.264270613,0.259896729,0.315457413,0.452667814,0.3307042115295856,0.319,117.95994545268115,-2.29874191433191,10.729921920285465,8.094865083694458,4.126927442921624,Alex Bregman,17678,608324
Freddie Freeman,LAD,147,638,22,81,89,9,0.122257053,0.156739811,0.193726938,0.306074766,0.282287822,0.377742946,0.47601476,0.365357109492079,0.367,137.2753370528749,-1.43414009362459,27.00415407192953,-9.04794323444366,4.048719240470431,Freddie Freeman,5361,518692
Corbin Carroll,ARI,158,684,22,121,74,35,0.106725146,0.190058479,0.196943973,0.255605381,0.23089983,0.321585903,0.427843803,0.3248603077011837,0.324,106.68507481639462,11.110288195312023,16.57822716003698,-0.253713011741638,4.038406886970951,Corbin Carroll,25878,682998
Riley Greene,DET,137,584,24,82,74,4,0.109589041,0.267123287,0.216796875,0.329341317,0.26171875,0.34819897,0.478515625,0.3553962396136645,0.353,134.9744115098804,-0.155160970985889,23.21538563829361,-3.88695406913757,4.006801844107629,Riley Greene,25976,682985
Colton Cowser,BAL,153,561,24,77,69,9,0.092691622,0.306595365,0.204408818,0.316993464,0.242484969,0.320855614,0.446893787,0.3314574734042923,0.326,119.56889962719454,1.118081457912922,13.679389740425648,6.368252754211426,4.00189551721443,Colton Cowser,29591,681297
Jazz Chisholm Jr.,- - -,147,621,24,74,73,40,0.085346215,0.244766505,0.179715302,0.30927835,0.256227758,0.323671497,0.43594306,0.3272974470799619,0.316,109.56829919710812,6.160512946546078,12.94951875443269,4.9744561314582825,3.987603749433013,Jazz Chisholm Jr.,20454,665862
Jose Altuve,HOU,153,682,20,94,65,22,0.068914956,0.174486803,0.144904458,0.337423312,0.294585987,0.350439882,0.439490445,0.344237520589548,0.316,127.47955141816854,-0.723622396588325,20.72007257709361,-5.40642011165618,3.9295606708891366,Jose Altuve,5417,514888
Nico Hoerner,CHC,151,641,7,86,48,31,0.068642745,0.102964118,0.099656357,0.296875,0.273195876,0.335413416,0.372852233,0.3131190129555762,0.313,102.9626775593338,4.995083279907703,7.2660130408697725,9.353863000869753,3.921023371749679,Nico Hoerner,21479,663538
Jackson Chourio,MIL,148,573,21,80,79,22,0.068062827,0.211169284,0.189393939,0.319587628,0.274621212,0.326923076,0.464015151,0.3385496990571559,0.328,117.16160785662412,3.954801239073277,15.713895737352692,3.09812068939209,3.9135535413975946,Jackson Chourio,28806,694192
Trea Turner,PHI,121,539,21,88,62,19,0.050092764,0.181818181,0.174257426,0.330749354,0.295049504,0.337662337,0.46930693,0.3490665514084315,0.318,124.02274788085492,2.638496682047844,18.12212483425017,1.8018670082092283,3.9114612815634646,Trea Turner,16252,607208
Julio Rodríguez,SEA,143,613,20,76,68,24,0.061990212,0.254486133,0.135802469,0.34351145,0.273368606,0.324632952,0.409171075,0.3205533640252219,0.344,115.65391237264376,1.9659316018223765,12.94559383892632,3.633132934570313,3.822660278071029,Julio Rodriguez,23697,677594
Eugenio Suárez,ARI,158,640,30,90,101,2,0.0765625,0.275,0.213660246,0.308510638,0.255691768,0.31875,0.469352014,0.3372951490804553,0.33,115.05457542513632,-1.13164495956152,10.389874833431673,5.142038345336914,3.8052217857361033,Eugenio Suarez,12552,553993
Ezequiel Tovar,COL,157,695,26,83,78,6,0.033093525,0.287769784,0.2,0.344036697,0.26870229,0.294629898,0.46870229,0.3244099165637826,0.289,94.9116291349422,0.0639076456427574,-4.16496733570584,16.576809883117676,3.672146815569823,Ezequiel Tovar,24064,678662
Brenton Doyle,COL,149,603,23,82,72,30,0.07628524,0.253731343,0.186346863,0.315508021,0.260147601,0.317195325,0.446494464,0.3279812993811923,0.329,97.31541457559824,5.354366824030876,3.4185875999884647,12.05164623260498,3.671599371822525,Brenton Doyle,25479,686668
Byron Buxton,MIN,102,388,18,62,56,7,0.051546391,0.255154639,0.245070422,0.3375,0.278873239,0.335051546,0.523943661,0.3656734152665742,0.353,141.68875739788675,2.771307699382305,21.27917101249255,1.3230209946632383,3.6701161945413134,Byron Buxton,14161,621439
Ian Happ,CHC,153,657,25,89,86,13,0.121765601,0.255707762,0.198594025,0.298941798,0.242530755,0.340943683,0.44112478,0.3410449178843963,0.345,121.75872578967432,1.2637761533260343,18.35842220404749,-5.38823735713958,3.599119577865315,Ian Happ,17919,664023
Masyn Winn,STL,150,637,15,85,57,11,0.064364207,0.171114599,0.148211244,0.303418803,0.267461669,0.313880126,0.415672913,0.315483457292614,0.293,103.47637521276305,2.220397710800171,4.868454907276684,8.569772481918335,3.5786729159677053,Masyn Winn,27479,691026
Manny Machado,SDP,152,643,29,77,105,11,0.069984447,0.192846034,0.197301855,0.301801801,0.274873524,0.32503888,0.472175379,0.3396645368923385,0.338,121.96089094724196,-0.366699114441871,16.519123109222768,-3.48737889528274,3.557327766416551,Manny Machado,11493,592518
Seiya Suzuki,CHC,132,585,21,74,73,16,0.107692307,0.273504273,0.19921875,0.370149253,0.283203125,0.365811965,0.482421875,0.364872846918827,0.346,137.79655534262386,-0.776538960635662,25.663943281761835,-10.7627276182174,3.550925937515564,Seiya Suzuki,30116,673548
Oneil Cruz,PIT,146,599,21,72,76,22,0.085141903,0.302170283,0.190388171,0.346938775,0.258780036,0.323873121,0.449168207,0.3310161504881952,0.34,109.87635802813168,5.266265921294689,12.34058968613722,1.7493548393249512,3.515289219405489,Oneil Cruz,21711,665833
Alec Bohm,PHI,143,606,15,62,97,5,0.0660066,0.141914191,0.167870036,0.305010893,0.279783393,0.331683168,0.447653429,0.3352790382129467,0.342,114.74280641935762,-2.63085833191871,8.052654392605993,5.702129781246185,3.504749380798899,Alec Bohm,21618,664761
Zach Neto,LAA,155,602,23,70,77,30,0.064784053,0.232558139,0.193726938,0.294736842,0.24907749,0.317725752,0.442804428,0.3299562754343502,0.317,114.11671062379766,1.7938014790415764,11.517592371966671,2.1987247467041016,3.4891661172468256,Zach Neto,31347,687263
Teoscar Hernández,LAD,154,652,33,84,99,12,0.081288343,0.288343558,0.229202037,0.344173441,0.271646859,0.339477726,0.500848896,0.359840165041847,0.346,133.5620552725716,0.5905105993151665,26.757721119639807,-14.7934250831604,3.4780374070532964,Teoscar Hernandez,13066,606192
Austin Wells,NYY,115,414,13,42,55,1,0.11352657,0.210144927,0.166666666,0.260536398,0.228813559,0.322033898,0.395480225,0.3147913115076522,0.339,105.21500517266054,-1.81299421936273,0.6573683141649012,18.94481611251831,3.4497954732183977,Austin Wells,27562,669224
Anthony Volpe,NYY,160,689,12,90,60,28,0.06095791,0.226415094,0.120879121,0.302966101,0.2433281,0.293002915,0.364207221,0.2873523066513729,0.278,85.91384880657668,5.10021735727787,-6.00474715060452,16.19380760192871,3.4244041638543,Anthony Volpe,27647,683011
Kyle Schwarber,PHI,150,692,38,110,104,5,0.15317919,0.28468208,0.237347295,0.300578034,0.247818499,0.365606936,0.485165794,0.3658075707769671,0.38,135.29060144829,-2.40484041720628,26.798090348304893,-16.7329340577125,3.419468631959768,Kyle Schwarber,16478,656941
Isaac Paredes,- - -,153,641,19,64,80,1,0.118564742,0.163806552,0.154981549,0.259433962,0.23800738,0.346333853,0.392988929,0.327380766424588,0.304,116.7198752227572,-0.784438334405422,11.329245797718247,0.1706693172454834,3.393775103968886,Isaac Paredes,20036,670623
Anthony Santander,BAL,155,665,44,91,102,2,0.087218045,0.193984962,0.270588235,0.224824355,0.235294117,0.308270676,0.505882352,0.3451743663437777,0.324,129.21764224262694,-2.69879055768251,19.532896459143448,-9.62364757061004,3.312878245245358,Anthony Santander,14551,623993
Lawrence Butler,OAK,125,451,22,63,57,18,0.077605321,0.239467849,0.22815534,0.3006993,0.262135922,0.31707317,0.490291262,0.3445680385946963,0.342,130.1370832211039,3.8129806742072105,19.364877508316017,-2.43181848526,3.301518502406286,Lawrence Butler,22542,671732
Daulton Varsho,TOR,136,513,18,73,58,10,0.093567251,0.26705653,0.193899782,0.262295081,0.213507625,0.29296875,0.407407407,0.304275134421608,0.261,99.17202960769652,1.5935116037726402,1.107509913779103,13.735884726047516,3.2991573831772887,Daulton Varsho,19918,662139
Brendan Donovan,STL,153,652,14,65,73,5,0.072085889,0.124233128,0.139693356,0.299798792,0.277683134,0.342024539,0.41737649,0.3322372513314697,0.335,114.75282700897804,-1.79710079729557,9.705184357134446,0.0350472927093505,3.248341086745852,Brendan Donovan,24679,680977
Fernando Tatis Jr.,SDP,102,438,21,64,49,11,0.07305936,0.219178082,0.216080402,0.315602836,0.276381909,0.340182648,0.492462311,0.3587745542395605,0.387,134.82324254002185,0.0101772099733352,18.249327526474463,-1.57540702819824,3.2284368754129043,Fernando Tatis Jr.,19709,665487
Salvador Perez,KCR,158,652,27,58,104,0,0.067484662,0.19785276,0.184745763,0.302272727,0.27118644,0.330261136,0.455932203,0.3350238372046628,0.36,114.98462991383784,-5.62496853619813,5.553935407678878,3.4950411319732666,3.1792746450599467,Salvador Perez,7304,521692
Joey Ortiz,MIL,142,511,11,58,60,11,0.109589041,0.201565557,0.159090909,0.28313253,0.238636363,0.328740157,0.397727272,0.3187137223838821,0.305,103.81063587569518,-0.181910134851932,2.1466080629611413,11.25151014328003,3.1411848226206405,Joey Ortiz,25493,687401
Nolan Arenado,STL,152,635,16,70,71,2,0.069291338,0.144881889,0.12283737,0.295597484,0.271626297,0.324921135,0.394463667,0.3136587862538386,0.296,102.24824652949398,-2.08533161133527,-0.378153077144614,9.609552145004272,3.137322734875593,Nolan Arenado,9777,571448
JJ Bleday,OAK,159,642,20,74,60,2,0.10436137,0.194704049,0.194055944,0.278688524,0.243006993,0.324492979,0.437062937,0.3302192336330204,0.319,120.0438407845668,-2.55172646790742,12.172130155794228,-3.32277250289917,3.1242302864480926,JJ Bleday,26368,668709
Victor Robles,- - -,91,295,4,44,28,34,0.07118644,0.179661016,0.125984252,0.37,0.307086614,0.380622837,0.433070866,0.357417311222908,0.326,140.71634928474944,7.024923786520958,20.65480354546388,-0.379301503300666,3.1095212595974795,Victor Robles,18363,645302
Willi Castro,MIN,158,635,12,89,60,14,0.08031496,0.236220472,0.137992832,0.315,0.247311827,0.331230283,0.385304659,0.3171236067540262,0.32,107.53783062221416,-0.624447360634803,4.85233782602251,3.9372363090515137,3.0939562592173977,Willi Castro,17338,650489
Wilyer Abreu,BOS,132,447,15,59,58,8,0.089485458,0.279642058,0.205513784,0.325757575,0.253132832,0.322147651,0.458646616,0.3356012447301706,0.317,114.06388563739888,1.3051110357046127,8.498250102714104,6.270179271697998,3.064189197615291,Wilyer Abreu,23772,677800
Luis García Jr.,WSN,140,528,18,58,70,22,0.051136363,0.162878787,0.162,0.309823677,0.282,0.318181818,0.444,0.3281335896412229,0.331,110.88673418137564,0.5519444197416306,7.425680067738307,4.645994782447815,3.062660042444219,Luis Garcia Jr.,20391,671277
Yainer Diaz,HOU,148,619,16,70,84,2,0.038772213,0.17285945,0.141880342,0.338297872,0.299145299,0.324717285,0.441025641,0.3288189165028939,0.339,116.63379043004196,-1.53082779049873,10.250316684498069,-1.33581840991973,3.0517730635882567,Yainer Diaz,23003,673237
Jake McCarthy,ARI,142,495,8,66,56,25,0.062626262,0.157575757,0.115384615,0.328690807,0.285067873,0.348979591,0.400452488,0.3292398854998723,0.311,109.63283087810512,4.550231516361237,10.252142314530303,2.5751516819000244,3.0272033678257877,Jake McCarthy,21622,664983
Carlos Santana,MIN,150,594,23,63,71,4,0.109427609,0.166666666,0.182341651,0.251870324,0.238003838,0.328282828,0.420345489,0.3264504484517118,0.33,114.09852154200696,-0.937629766762256,8.644578912590088,0.7869558334350586,3.019100983460901,Carlos Santana,2396,467793
Christian Yelich,MIL,73,315,11,44,42,21,0.126984126,0.184126984,0.188888889,0.366336633,0.314814814,0.405750798,0.503703703,0.3913804915643507,0.373,152.72035256134947,4.690804034471512,24.54947335077534,-5.89648282527923,3.0098027814745145,Christian Yelich,11477,592885
Christian Walker,ARI,130,552,26,72,84,2,0.099637681,0.240942028,0.217118998,0.286585365,0.25052192,0.335144927,0.467640918,0.3434478165241924,0.351,119.1957423564317,-3.22851207107305,9.442324060642983,1.2939977645874023,3.007289853447695,Christian Walker,13419,572233
Tyler Stephenson,CIN,138,515,19,69,66,1,0.093203883,0.227184466,0.185995623,0.306501547,0.258205689,0.337864077,0.444201312,0.3393622592643455,0.322,111.60611329395655,-3.37606590986251,3.771453099497238,8.039403796195984,2.9910130848087144,Tyler Stephenson,17988,663886
Tyler Fitzgerald,SFG,96,341,15,53,34,17,0.064516129,0.316715542,0.216560509,0.380208333,0.280254777,0.33431085,0.496815286,0.3567421114689443,0.292,131.74547207410086,3.903581321239472,16.848444158636255,0.7085239887237549,2.986028621603679,Tyler Fitzgerald,26208,666149
Joc Pederson,ARI,132,449,23,62,64,7,0.122494432,0.233853006,0.239782017,0.322314049,0.275204359,0.392776523,0.514986376,0.3910353168878966,0.378,151.22539204110254,-1.14636935293674,26.35744425996068,-12.6388883590698,2.9610452978509763,Joc Pederson,11899,592626
Wyatt Langford,TEX,134,557,16,74,74,19,0.091561938,0.206463195,0.162324649,0.296495956,0.25250501,0.324955116,0.414829659,0.3211050060466738,0.331,109.67988889666012,4.34513434022665,10.51436737072471,-0.616359233856201,2.939893055322052,Wyatt Langford,33333,694671
Mark Vientos,NYM,111,454,27,58,71,0,0.072687224,0.297356828,0.249394673,0.32421875,0.266343825,0.321585903,0.515738498,0.3559990261357261,0.331,132.7919615421706,-1.98112898319959,15.821516077936234,-2.88719427585601,2.89724763891477,Mark Vientos,22184,668901
Adley Rutschman,BAL,148,638,19,68,79,1,0.09090909,0.161442006,0.140105079,0.271929824,0.250437828,0.318181818,0.390542907,0.3089022896421237,0.315,103.70312275446857,-2.91239499300718,-0.209094057061934,6.518678486347199,2.8481570049654,Adley Rutschman,26288,668939
Miguel Rojas,LAD,103,337,6,41,36,8,0.068249258,0.100890207,0.12703583,0.301115241,0.283387622,0.337313432,0.410423452,0.327027644328217,0.314,111.4769796603596,-0.329373911023139,4.295701276422227,11.811141729354858,2.8225059827606507,Miguel Rojas,7802,500743
Nathaniel Lowe,TEX,140,565,16,62,69,2,0.125663716,0.221238938,0.135802469,0.323782234,0.265432098,0.361061946,0.401234567,0.3372676782574214,0.328,121.0490425983843,-0.832658149302005,12.775094368378388,-4.36484861373901,2.8137828728840923,Nathaniel Lowe,19566,663993
Jonathan India,CIN,151,637,15,84,58,13,0.125588697,0.196232339,0.144465291,0.2925,0.247654784,0.357480314,0.392120075,0.3333710933294821,0.352,107.57364794843971,-0.0512223243713378,5.717847964651137,0.2955679385922849,2.811855243085764,Jonathan India,21523,663697
Josh Smith,TEX,149,592,13,67,62,11,0.077702702,0.204391891,0.135755258,0.311224489,0.258126195,0.337288135,0.393881453,0.3227134973367325,0.304,110.81133451815832,-0.542330980300903,6.780965544542886,0.7020373344421387,2.810975401563744,Josh Smith,26396,669701
Alejandro Kirk,TOR,103,386,5,23,54,0,0.090673575,0.132124352,0.105882353,0.276450511,0.252941176,0.318652849,0.358823529,0.2969548626379533,0.324,94.02280094293258,-3.47248177975416,-6.11240095964874,20.403127193450928,2.804841245286776,Alejandro Kirk,22581,672386
Jeremy Peña,HOU,157,650,15,78,70,20,0.038461538,0.17076923,0.127906977,0.300829875,0.26578073,0.307573415,0.393687707,0.3050573243998891,0.31,99.91940129350424,2.214814968407154,2.1548707867052266,3.2001452445983887,2.790885155932011,Jeremy Pena,21636,665161
Andrés Giménez,CLE,152,633,9,64,63,30,0.041074249,0.153238546,0.087478559,0.285714285,0.252144082,0.298412698,0.339622641,0.2814977787825943,0.296,83.04527976744255,2.229384534060955,-10.0506601001182,15.664984703063965,2.759138062025437,Andres Gimenez,19950,665926
Jordan Westburg,BAL,107,447,18,57,63,6,0.049217002,0.217002237,0.216346154,0.304635761,0.264423076,0.311659192,0.48076923,0.3395621362288437,0.353,125.26988496869662,0.2889365404844284,13.213515243243682,-1.44163620471954,2.754712282331063,Jordan Westburg,27815,676059
Brandon Nimmo,NYM,151,663,23,88,90,15,0.116138763,0.238310708,0.175131348,0.267175572,0.224168126,0.32730015,0.399299474,0.3205134388723402,0.335,108.90772891355446,2.434850297868252,9.497079439133364,-5.06376910209655,2.7380860706196786,Brandon Nimmo,12927,607043
Will Smith,LAD,128,544,20,77,75,1,0.09375,0.193014705,0.18487395,0.272980501,0.247899159,0.327205882,0.432773109,0.3257519090928996,0.334,110.61832240025323,-1.2038350328803,5.703588591557358,2.50748062133789,2.7189734838055166,Will Smith,19197,669257
Taylor Ward,LAA,156,663,25,73,75,6,0.095022624,0.245852187,0.179487179,0.29382716,0.246153846,0.322775263,0.425641025,0.3253815192982082,0.344,110.89873373349609,-2.57336547225713,5.694533824384479,-1.46956634521484,2.718932932310647,Taylor Ward,17548,621493
Pete Crow-Armstrong,CHC,123,410,10,46,47,27,0.051219512,0.23902439,0.147849463,0.292134831,0.236559139,0.286069651,0.384408602,0.2894473162293434,0.281,87.03000305892458,4.91989316046238,-1.43905104993478,14.100229144096376,2.717710904276387,Pete Crow-Armstrong,27769,691718
Ha-Seong Kim,SDP,121,470,11,60,47,22,0.123404255,0.163829787,0.136476427,0.261006289,0.23325062,0.330472103,0.369727047,0.3083755688749867,0.313,100.90127073329558,2.340073376893997,2.846614152357664,7.159845590591431,2.6498927193154342,Ha-Seong Kim,27506,673490
Willson Contreras,STL,84,358,15,48,36,4,0.125698324,0.268156424,0.205980067,0.336842105,0.262458471,0.379888268,0.468438538,0.3701828075258919,0.365,140.29278734957884,-1.69772292673587,15.551582923754276,-1.82592746615409,2.648806623729661,Willson Contreras,11609,575929
Jacob Young,WSN,150,521,3,75,36,33,0.057581573,0.195777351,0.074786325,0.320547945,0.256410256,0.31640625,0.331196581,0.2896075388416648,0.286,84.95606118084855,4.267804026603699,-5.1048064071023,13.333782196044922,2.641720046356846,Jacob Young,29931,696285
Matt Vierling,DET,144,567,16,80,57,6,0.072310405,0.21340388,0.166023166,0.303108808,0.256756756,0.312169312,0.422779922,0.3174157493316664,0.309,108.25815902065736,2.782198689877987,8.139818697170764,-2.14810180664062,2.570888337498788,Matt Vierling,21558,663837
Matt Olson,ATL,162,685,29,78,98,0,0.103649635,0.248175182,0.21,0.293103448,0.246666666,0.332846715,0.456666666,0.3394500888445798,0.341,116.94683331152036,-3.58480289578437,10.29682547659619,-8.33168935775756,2.558842177455304,Matt Olson,14344,621566
Jose Iglesias,NYM,85,291,4,39,26,6,0.041237113,0.134020618,0.111111111,0.381578947,0.337037037,0.381443298,0.448148148,0.3617972910404205,0.314,136.6945912717609,-0.176739402115345,12.592244162581588,2.332436800003052,2.5422093950005404,Jose Iglesias,10231,578428
Gabriel Moreno,ARI,97,351,5,39,45,3,0.116809116,0.148148148,0.114754098,0.302788844,0.26557377,0.353276353,0.380327868,0.324803192785808,0.325,106.64663256333932,0.0687205269932746,2.85850126763968,9.892956495285034,2.524118936099176,Gabriel Moreno,22664,672515
Otto Lopez,MIA,117,434,6,49,39,20,0.057603686,0.172811059,0.106699751,0.317901234,0.270471464,0.313225058,0.377171215,0.3024209791712307,0.313,90.59459499239875,2.378866381943226,-2.50235511684436,12.191817998886108,2.493340943807232,Otto Lopez,19608,672640
Tyler O'Neill,BOS,113,473,31,74,61,4,0.112050739,0.336152219,0.270072993,0.304932735,0.240875912,0.336152219,0.510948905,0.359664805042438,0.339,130.9906853790256,-0.754296772181987,16.01820819491905,-7.68247067928314,2.4893486376395506,Tyler O'Neill,15711,641933
